age,gender,driving_experience,vehicle_age,vehicle_type,annual_mileage,credit_score,previous_claims,traffic_violations,coverage_type,deductible,claim_filed,premium
45,Male,24,0,Hatchback,28293,545,0,0,Basic,500,1,2692.7268009954087
59,Male,33,12,Sedan,9087,357,0,1,Basic,5000,0,1559.4496647868627
78,Female,36,2,SUV,11228,404,0,0,Standard,2000,0,1895.2252451747252
39,Female,29,18,Sedan,7831,368,0,0,Standard,1000,0,1920.623549682886
38,Female,6,10,SUV,25045,601,0,0,Standard,1000,0,2585.4861366362607
23,Male,5,15,SUV,23132,452,0,0,Basic,1000,0,2559.493660007897
18,Male,2,5,Sedan,16055,836,1,1,Standard,1000,1,2602.9036456615913
22,Male,12,2,Truck,29318,334,0,0,Basic,2000,0,2712.4680197005637
58,Female,2,18,SUV,18795,314,0,0,Premium,500,0,2470.1682733988746
29,Female,25,5,Truck,12552,405,0,0,Basic,1000,0,2217.26273899261
43,Female,23,7,Sedan,24648,373,1,0,Basic,1000,0,2797.356634354127
63,Female,5,12,SUV,26756,584,0,0,Basic,5000,0,2774.8119490572167
51,Male,42,11,Sedan,27158,849,2,0,Premium,1000,0,2896.966003016672
66,Male,48,9,Truck,26747,496,0,0,Standard,2000,1,2769.368782275513
31,Male,41,2,Sports Car,29275,579,1,0,Standard,1000,1,3318.059299372057
43,Male,11,3,Truck,28234,452,0,1,Standard,500,1,2818.5924741664007
62,Female,48,0,SUV,19605,590,0,0,Premium,2000,0,2507.972211028766
44,Female,35,12,Truck,16282,441,0,0,Basic,1000,1,2143.2042622445347
26,Female,1,3,Sports Car,6063,611,0,0,Basic,1000,0,1630.4785646855314
43,Male,10,10,Sedan,28043,331,1,0,Standard,1000,1,2961.6851620863986
74,Male,38,18,Sedan,18344,325,0,0,Standard,2000,0,2154.6823542404445
64,Female,33,10,SUV,25132,554,0,0,Basic,2000,1,2851.3755285610673
74,Female,25,11,Sports Car,25929,355,1,0,Standard,2000,1,3483.8032542254114
39,Male,17,10,Sedan,20898,592,0,1,Standard,500,1,2331.65550797525
64,Female,20,5,Truck,7732,529,0,0,Standard,2000,1,1613.2960094290606
73,Male,35,11,SUV,6872,352,0,0,Premium,1000,0,1890.7986182844734
47,Male,39,8,SUV,9720,400,0,1,Standard,500,0,2282.3772360394437
60,Male,45,9,Sedan,6969,766,0,0,Standard,500,0,1234.1623447578784
65,Female,43,2,Sports Car,17155,566,0,0,Basic,2000,0,2664.727347558515
78,Female,21,2,Sedan,16870,301,0,1,Premium,500,0,2626.211290678822
34,Male,29,19,Sedan,21702,321,1,0,Basic,1000,0,2749.5764968403846
43,Female,49,15,Truck,8717,511,0,0,Premium,1000,0,1686.299000633137
53,Male,42,2,SUV,26875,535,0,0,Basic,2000,1,3217.3994095830094
18,Male,29,9,SUV,6374,828,0,1,Basic,1000,0,1742.6254054914928
25,Male,7,10,Sedan,26826,687,0,0,Basic,2000,1,2689.889521785916
66,Male,33,7,SUV,13679,313,0,0,Premium,5000,0,2418.3916262531
52,Female,46,5,Sedan,21834,818,0,1,Premium,2000,0,2813.1928126332887
78,Male,8,19,SUV,29928,521,1,0,Premium,500,1,3501.7404732345017
69,Male,19,10,SUV,18427,702,0,1,Standard,5000,0,2190.9036843445183
32,Female,39,11,SUV,28564,812,1,0,Basic,500,0,2989.6076155806018
64,Male,24,15,Hatchback,6940,586,0,0,Basic,1000,0,1467.148534893629
73,Male,18,17,SUV,7367,683,0,1,Basic,2000,0,1912.051042805761
39,Female,4,12,SUV,16428,546,0,0,Standard,1000,0,2661.984755815496
31,Female,10,2,SUV,29271,390,0,0,Standard,2000,1,2797.449124170436
43,Female,14,14,Sedan,21631,611,0,0,Standard,5000,0,2229.4915609232357
45,Male,7,13,Hatchback,24887,736,0,0,Basic,5000,0,2372.804113367406
40,Female,18,17,Sports Car,21862,342,0,0,Standard,1000,1,3027.5989533467364
31,Female,22,13,Sedan,24144,373,0,0,Premium,5000,1,2270.747917261975
41,Male,26,4,Truck,17655,615,1,0,Standard,500,1,1988.3694574966592
19,Male,39,13,Sedan,12968,443,0,0,Premium,1000,0,1993.0004892799932
62,Male,31,7,Hatchback,21292,628,1,0,Standard,2000,0,2191.568364978672
43,Male,25,14,Hatchback,27324,508,0,0,Basic,5000,0,2473.7220927039225
31,Male,26,14,Sports Car,25836,398,0,0,Premium,500,0,3284.655778486819
76,Female,18,18,Sedan,19743,413,1,0,Basic,5000,1,2368.466729859046
73,Female,49,19,Sedan,6368,474,1,0,Basic,5000,1,1822.0402776798458
68,Female,41,5,Sedan,7226,570,0,0,Basic,5000,0,2119.14255460836
24,Male,28,18,Sedan,16688,362,0,0,Standard,500,1,2320.4618199214647
20,Male,38,7,SUV,8612,703,0,0,Standard,2000,1,1619.7575949204704
64,Male,40,5,Hatchback,26946,524,0,0,Basic,1000,0,2727.4798328106767
40,Female,32,19,SUV,17199,460,1,0,Premium,500,1,2617.7517204712312
63,Female,18,14,Sports Car,15034,335,0,2,Premium,5000,1,2560.715091107086
60,Male,36,2,Sports Car,16569,680,1,0,Basic,500,0,2596.4873318912473
64,Female,18,9,Hatchback,6059,617,1,0,Standard,1000,0,1731.7920302730467
77,Male,32,14,Sedan,23028,755,0,0,Premium,500,1,2145.6098624698166
62,Female,46,15,SUV,18115,568,1,0,Basic,1000,0,2755.434663174158
35,Female,15,16,Truck,26649,643,0,0,Basic,1000,0,2437.438437967606
75,Female,22,18,Truck,23195,339,0,0,Basic,5000,0,2600.4349829402395
55,Male,6,10,Hatchback,7193,713,0,0,Premium,5000,1,1148.9238139007782
52,Female,25,15,Truck,21551,679,0,0,Standard,1000,0,2158.8675029057117
68,Female,31,4,Sedan,21128,521,1,0,Standard,1000,1,2910.5652446250183
32,Male,11,4,SUV,28826,580,1,0,Standard,500,1,3136.511907670515
42,Female,7,13,Sedan,9182,524,0,0,Basic,1000,0,1707.0257940403644
72,Male,4,17,Sports Car,29729,756,1,1,Basic,5000,1,3511.669026407269
54,Male,41,7,Sports Car,23928,453,1,0,Basic,500,1,3382.297482166498
45,Male,27,4,Sports Car,8868,579,0,1,Basic,500,1,2637.2574998907357
27,Male,4,6,Hatchback,13506,652,0,1,Basic,2000,1,1802.3840311124216
56,Male,48,15,Sports Car,10950,338,1,0,Basic,1000,1,2654.69417446776
74,Female,25,13,SUV,13914,788,0,0,Standard,1000,0,2293.7150608134116
34,Male,4,4,Sedan,19141,497,0,0,Basic,2000,0,2095.3527930135488
56,Male,21,8,Hatchback,16537,575,0,0,Standard,500,0,1850.0176874120648
39,Male,14,3,Sedan,21154,471,0,1,Basic,2000,1,2665.336425603588
43,Male,12,3,Sedan,7309,807,0,1,Standard,1000,0,1601.3808020314523
79,Female,27,15,Sedan,11630,704,0,1,Standard,2000,0,1659.1283697703268
61,Male,32,16,SUV,15693,570,0,0,Basic,1000,0,2155.639966575244
42,Female,42,14,Sedan,19778,430,1,0,Basic,500,1,2473.5700433452566
34,Male,22,3,Hatchback,16525,684,0,0,Standard,1000,0,2028.887505662658
30,Female,32,5,Hatchback,28070,696,0,0,Standard,500,0,2593.182359585049
37,Male,42,15,Hatchback,18416,595,0,0,Basic,500,0,2265.7609361113673
42,Male,17,3,Sedan,23407,682,0,0,Standard,1000,0,2075.1903145952965
21,Female,49,5,Hatchback,21733,811,1,0,Basic,1000,1,1764.4757831343827
27,Male,29,4,Hatchback,13629,694,0,0,Basic,2000,0,1771.585781921183
20,Female,25,15,Hatchback,13360,559,1,0,Basic,1000,0,2282.0156925227593
58,Male,15,15,Sports Car,17011,580,0,0,Standard,1000,0,2621.875761914309
62,Female,12,9,Truck,12953,655,0,0,Standard,1000,0,2114.180397216466
35,Male,38,8,Sedan,8301,719,0,1,Premium,5000,0,1417.0810399674244
64,Male,32,3,Hatchback,25502,491,0,0,Premium,500,0,2870.911460377295
53,Female,25,13,Sedan,16227,727,0,0,Basic,1000,0,1963.8665103396986
64,Male,47,3,SUV,11819,647,0,0,Premium,1000,0,1754.369005955164
39,Male,0,11,Hatchback,16782,728,1,0,Standard,1000,1,1718.979648517029
51,Male,48,9,SUV,7769,691,0,0,Basic,1000,0,1866.7823650041105
64,Male,37,3,Sedan,15492,640,0,0,Premium,2000,0,1785.7862285740312
25,Male,1,17,Hatchback,25883,846,0,0,Standard,2000,0,2654.984614657179
57,Male,48,12,Hatchback,23564,701,0,0,Standard,1000,0,2191.784345225594
66,Female,5,12,Sedan,8345,346,0,0,Basic,1000,0,2017.6698645469428
61,Female,45,13,Hatchback,7665,724,0,0,Standard,1000,0,1097.7694938296615
36,Female,49,17,SUV,29807,816,0,0,Basic,1000,0,2421.4193631574954
59,Male,37,0,SUV,15784,627,0,0,Basic,500,0,1908.6779529943742
58,Female,41,15,Sedan,17366,386,1,0,Premium,1000,0,1934.8469485599385
54,Male,23,14,Sedan,23926,814,1,0,Basic,1000,0,2459.3758326544676
23,Male,17,4,Sedan,14325,464,0,0,Basic,1000,0,1844.1733173599832
69,Male,26,5,Sedan,10440,522,0,0,Premium,1000,1,1982.2144474711433
43,Male,40,5,Hatchback,29532,596,1,0,Basic,5000,1,2589.421394979435
51,Female,7,2,Sports Car,12110,750,2,0,Basic,1000,0,2735.9549968839206
76,Male,27,15,Hatchback,25264,642,2,0,Standard,1000,1,2690.311866124488
73,Female,9,11,Truck,24121,640,1,0,Basic,1000,0,2597.852244458196
76,Male,16,3,Sedan,23815,760,3,0,Premium,1000,1,2766.3297420174076
62,Female,28,0,Hatchback,22771,691,0,0,Basic,500,0,1805.2131912368034
23,Female,5,3,Hatchback,16495,836,0,0,Standard,500,0,2068.9717795543284
54,Female,13,0,SUV,14629,720,0,0,Basic,1000,0,2081.248798631063
74,Female,21,7,Sedan,24749,680,0,0,Basic,2000,0,2439.419189169785
50,Female,5,4,Truck,20533,304,0,1,Basic,2000,1,2501.7491298239465
70,Female,25,1,Truck,23823,303,0,0,Basic,1000,0,2868.7161848672085
39,Male,38,11,Hatchback,16365,615,0,0,Standard,500,0,2322.3745656783713
38,Female,11,16,Sedan,17099,377,0,1,Standard,2000,0,2580.216159940836
23,Male,34,6,Sedan,6316,830,1,1,Premium,5000,1,1362.8898109346353
23,Female,13,10,Sports Car,10204,654,0,1,Basic,500,0,2190.894856703352
72,Male,21,3,Sports Car,26388,332,0,0,Basic,2000,0,2995.7056518384525
65,Female,22,4,Sedan,18512,438,0,1,Basic,500,1,2105.8084308314455
21,Female,47,5,SUV,5684,571,0,0,Basic,5000,1,1739.8201486732798
47,Male,6,10,Sports Car,11440,495,0,0,Basic,1000,0,2602.44036176406
28,Female,39,0,Truck,16735,426,0,0,Basic,500,0,2050.1844612390246
79,Female,49,9,SUV,8087,648,0,0,Basic,500,1,1498.9133373162624
79,Female,24,19,SUV,14867,343,0,0,Standard,1000,0,2192.4687919100393
47,Male,12,10,Truck,23497,543,0,0,Standard,1000,1,2892.3664524062024
48,Female,20,16,Hatchback,22341,308,1,0,Basic,1000,1,2722.3860638562733
41,Male,40,7,Sedan,10778,378,0,0,Basic,1000,0,1697.3905439031032
72,Female,9,12,Sedan,21029,489,1,0,Standard,1000,1,2911.3010059391236
26,Female,8,19,Hatchback,13079,385,0,0,Premium,2000,0,1980.4171712435793
72,Male,14,17,SUV,27412,784,0,0,Basic,5000,0,2412.930099094873
20,Female,1,15,Truck,27084,570,1,1,Standard,1000,1,2886.542618909321
68,Female,24,1,Sports Car,8094,812,1,0,Standard,1000,1,1951.272965633743
48,Male,12,4,Sedan,24191,319,0,1,Standard,500,1,2633.560907363381
57,Female,33,17,Sports Car,19821,788,0,0,Premium,1000,0,2478.508610458313
54,Male,33,2,Sports Car,12582,429,0,0,Premium,2000,0,2469.0227624906706
53,Male,34,16,Sports Car,14012,306,0,0,Basic,1000,1,2394.0039802054403
41,Male,37,15,Sedan,5887,609,0,0,Premium,1000,0,1417.8850293949704
48,Female,2,5,Hatchback,16920,772,0,0,Standard,2000,0,2166.903065397477
23,Male,41,18,SUV,11015,401,0,0,Standard,500,0,1913.5446755105847
19,Male,5,6,Sports Car,26808,637,1,0,Standard,2000,1,3279.6772423895054
37,Female,47,17,Hatchback,19530,618,2,0,Premium,500,1,2417.309320219531
45,Male,48,13,SUV,25377,812,0,0,Standard,500,0,2438.6020131259
28,Female,18,5,Truck,24468,324,0,0,Premium,1000,0,2671.759176028366
21,Female,2,7,Hatchback,22259,729,1,0,Standard,2000,1,2393.1745939116686
32,Female,17,14,SUV,17453,442,1,0,Standard,5000,1,2702.03817411107
23,Female,38,14,SUV,26653,448,1,0,Standard,1000,1,2874.8941996476683
71,Male,8,14,Hatchback,12508,354,1,1,Standard,1000,1,2085.6493548554217
66,Male,11,15,Sedan,25380,770,0,0,Standard,1000,1,1857.382261038293
47,Male,4,0,Sedan,5556,662,0,0,Standard,1000,0,1360.0278599100807
73,Male,2,10,Hatchback,26677,508,0,0,Standard,5000,1,2462.609655722971
55,Male,10,4,Truck,13900,484,0,0,Premium,5000,0,1880.6068592524182
68,Female,29,4,Hatchback,5717,364,0,0,Basic,2000,0,1576.328221893301
79,Male,3,5,Sedan,8665,848,0,0,Basic,1000,0,1197.3912171521324
74,Male,4,1,Sedan,18891,411,0,0,Standard,1000,0,2544.397421509457
19,Male,0,5,Sedan,15336,562,0,0,Standard,500,0,1991.8051999967543
32,Female,26,13,Sports Car,20014,375,0,1,Basic,1000,1,3060.5609134120873
28,Female,27,10,Sports Car,11547,595,1,0,Standard,1000,1,2754.685603859046
25,Male,28,3,SUV,10196,477,0,0,Premium,500,0,1651.9730270906148
43,Female,17,8,Sedan,23403,300,0,0,Standard,1000,0,2399.3705658343583
68,Male,11,2,Sports Car,16971,447,1,0,Premium,1000,0,3028.2419410112325
62,Male,12,15,Sports Car,29866,428,1,0,Premium,1000,1,3295.279452958198
61,Female,40,10,Sedan,23567,812,1,0,Basic,500,0,2443.7128130349925
22,Female,1,3,Hatchback,25263,801,1,0,Standard,1000,1,2266.899536658258
23,Male,36,0,Sedan,24320,448,0,0,Standard,1000,1,2577.7724489713905
43,Male,44,15,Truck,20216,568,0,0,Premium,5000,0,2202.4236919065747
71,Female,15,18,Hatchback,15606,404,1,1,Basic,500,1,2458.210026759509
21,Male,47,15,Sports Car,11691,765,1,0,Basic,1000,0,2522.2516510110686
36,Female,23,10,Sedan,12045,580,0,0,Basic,500,1,2045.632299369598
37,Male,34,7,SUV,15487,706,0,0,Basic,500,0,1830.626116422796
50,Female,21,0,Hatchback,24197,657,0,0,Basic,500,0,2317.0434126603946
37,Male,35,8,Sedan,6237,502,1,0,Basic,1000,1,1892.1835060973178
66,Male,10,11,Truck,15309,580,0,0,Standard,2000,0,2312.212263191891
29,Female,45,7,Hatchback,26225,556,0,0,Standard,2000,0,2631.161006088071
64,Male,28,16,Hatchback,24427,393,0,0,Basic,1000,1,2533.9403682300667
18,Male,34,9,SUV,11472,623,0,0,Standard,1000,1,1914.1936450651808
43,Female,47,6,Truck,24471,661,1,1,Basic,500,1,2737.1497203704366
31,Male,14,18,Hatchback,8558,650,1,0,Basic,1000,0,2301.49661561204
55,Male,30,5,SUV,10293,361,0,0,Standard,500,0,2324.28691854972
54,Male,41,18,Sedan,24237,486,1,0,Basic,500,1,2717.0791377466826
79,Female,40,17,Sedan,17811,841,0,0,Basic,500,0,1884.2935957362847
28,Female,42,14,Sedan,23229,603,0,0,Basic,2000,0,2013.4022275589261
53,Female,15,1,Hatchback,11362,735,0,0,Premium,500,1,1270.699430735651
30,Male,9,13,Sports Car,18311,512,1,0,Premium,1000,0,2940.5325968260267
60,Male,48,9,Hatchback,28040,705,1,0,Basic,500,0,2176.6483773441246
20,Male,31,15,Truck,28950,433,0,0,Standard,2000,1,3123.4580832750294
50,Male,1,6,Sports Car,8182,518,0,0,Basic,500,1,2048.69164117365
23,Female,23,7,Sports Car,19298,720,2,0,Basic,500,0,3104.6733187425307
67,Male,22,9,Sedan,21847,618,0,0,Basic,1000,0,2080.0231955810814
73,Male,1,14,Hatchback,25244,456,0,0,Premium,5000,1,2688.6024321696673
27,Male,37,7,SUV,10760,487,1,0,Basic,2000,1,1985.6771199073398
22,Female,30,12,Sports Car,12260,775,0,0,Standard,1000,0,2211.665949024525
40,Male,39,11,Sedan,5450,461,0,0,Premium,500,1,1601.3797948600338
27,Male,25,7,Hatchback,18707,428,0,1,Standard,500,1,2778.6490629952928
61,Male,28,14,Hatchback,6915,603,0,0,Premium,2000,0,1093.6050725953987
19,Male,2,11,SUV,14115,388,1,0,Premium,2000,1,2124.198048156906
30,Male,13,10,Sports Car,25006,461,1,0,Standard,1000,0,3047.4030238197997
57,Female,24,18,Truck,12076,335,0,0,Standard,1000,0,1499.7824001866618
19,Male,47,13,Sedan,19814,526,0,0,Standard,2000,0,2104.1845180413457
37,Male,0,17,Sedan,5315,450,0,1,Premium,1000,0,1526.9782851923324
18,Male,2,12,Sports Car,26150,346,0,0,Standard,1000,1,3082.960489087721
54,Male,25,3,Sedan,9793,530,0,0,Basic,500,0,1800.11976446656
26,Male,17,16,SUV,22760,838,1,1,Premium,500,1,2392.054547870061
34,Male,8,18,SUV,24199,464,2,3,Premium,1000,0,3802.79211282328
26,Male,37,8,SUV,6262,365,0,1,Standard,2000,1,2081.4866634823516
28,Male,22,6,Sedan,14319,379,0,1,Standard,2000,0,2353.7529526147396
32,Male,20,0,SUV,18194,439,0,0,Standard,1000,1,2650.9598043278447
41,Male,0,6,SUV,24309,699,0,0,Basic,5000,1,2224.1421481339744
55,Female,20,6,SUV,8468,429,0,1,Basic,1000,0,1960.5192517996481
72,Female,26,19,Sports Car,18874,745,0,0,Basic,500,1,2533.823930052095
52,Female,41,6,Hatchback,17651,328,1,0,Standard,500,1,2643.7922901943266
47,Female,5,7,Sedan,25405,501,1,0,Standard,5000,1,2836.5847589419377
48,Male,43,15,Hatchback,19482,536,1,0,Basic,1000,0,2476.3777894423806
66,Female,35,2,Sedan,9409,638,0,0,Basic,2000,0,1350.2497067086483
22,Female,27,12,Sports Car,5547,698,0,1,Basic,1000,0,1647.823355953239
79,Male,44,9,SUV,9891,738,0,0,Standard,1000,0,1939.6463209391898
77,Female,16,17,Sports Car,24907,588,0,0,Basic,500,1,2985.206835523026
61,Female,39,6,Truck,28426,551,1,1,Basic,2000,1,3086.859710529965
67,Male,2,4,SUV,14721,399,0,0,Premium,500,0,2590.549855946412
31,Male,11,6,SUV,26989,721,0,0,Standard,5000,0,2482.56127712084
70,Male,38,16,Hatchback,19436,317,0,0,Standard,500,1,2301.424884056895
73,Female,11,3,Sedan,21490,770,0,0,Standard,500,1,1996.3320631926001
28,Female,1,15,Sedan,24368,306,1,0,Basic,500,0,2463.7749223289543
26,Male,45,18,Sedan,10468,718,0,1,Basic,2000,1,1745.8686017633386
51,Male,21,9,Sedan,27236,679,0,0,Standard,500,0,1975.3879781448782
29,Female,22,2,SUV,19923,807,1,1,Standard,1000,0,2841.551107853639
52,Male,29,2,SUV,6250,413,0,0,Standard,500,0,1406.6017185228666
52,Female,4,16,Sedan,28123,810,0,0,Standard,500,1,2356.93130427225
18,Male,8,9,Sedan,18264,768,1,0,Standard,1000,1,1993.8294307392305
57,Male,20,16,Truck,27516,392,0,0,Basic,5000,1,2905.3477353822036
39,Female,10,16,Truck,6611,791,0,0,Premium,2000,0,1193.3800470030778
77,Male,4,3,Hatchback,12928,401,1,0,Basic,500,0,1844.3447184773352
46,Male,34,5,Hatchback,6790,792,1,1,Premium,2000,1,1433.1513482856792
25,Male,26,11,Hatchback,28601,835,0,0,Premium,1000,0,2013.377598033248
28,Female,48,19,Truck,5867,784,1,0,Basic,500,0,1675.2228359557564
58,Male,1,16,Sports Car,24153,778,0,0,Premium,1000,1,3081.9075682158905
54,Male,23,16,Sedan,17445,466,0,1,Premium,500,0,2571.7555682826796
31,Male,30,9,Sports Car,5327,439,0,0,Premium,2000,0,2081.902080128561
77,Male,32,6,Sedan,8816,393,2,0,Standard,1000,0,2225.194131645946
47,Male,38,15,Hatchback,8148,480,2,1,Premium,500,1,2194.6544026808824
52,Male,29,12,SUV,20070,303,0,1,Standard,1000,1,2549.539564354987
38,Female,45,2,Sports Car,28160,688,0,0,Premium,1000,0,3014.3944330616705
54,Female,36,1,Sedan,16573,571,1,0,Standard,1000,0,2070.5547102977985
22,Male,27,15,SUV,15566,431,1,1,Premium,1000,1,2724.0122114100905
36,Female,30,5,SUV,23939,811,0,0,Standard,1000,0,2394.7320613991537
76,Female,10,5,Sedan,18157,351,0,0,Standard,1000,0,2357.154445636486
31,Male,22,12,SUV,14322,589,0,0,Premium,2000,0,2325.287401910568
43,Female,1,6,Sedan,25720,745,1,1,Standard,5000,1,2398.3257978406837
79,Female,39,4,SUV,7482,536,0,1,Basic,500,1,2192.3753739272097
21,Female,40,6,SUV,8099,790,0,0,Basic,1000,0,1897.383917362964
42,Female,26,1,Hatchback,16512,579,0,1,Premium,2000,0,2436.8510557729655
62,Female,34,16,SUV,18675,343,0,0,Premium,500,0,2256.6637238096673
59,Female,1,12,SUV,14748,658,2,0,Standard,5000,1,2518.559481084279
42,Female,38,15,Hatchback,16735,825,2,0,Premium,500,0,2332.3117883246646
35,Female,36,19,Sports Car,27170,761,0,0,Basic,2000,0,2488.04212173496
57,Male,20,1,SUV,18850,400,0,0,Basic,1000,0,2401.63541171144
25,Male,4,4,SUV,11732,760,0,0,Standard,1000,0,1955.9461709792806
56,Female,44,17,Truck,12985,567,0,1,Basic,2000,0,2089.008902832781
57,Female,20,6,SUV,17700,661,0,0,Basic,5000,0,2196.2511381386425
31,Male,28,10,SUV,11054,707,0,0,Standard,5000,0,1641.4421525657726
49,Female,19,10,Truck,21952,336,2,0,Basic,1000,0,2860.696562587155
68,Female,37,16,Sedan,6654,767,1,1,Standard,1000,0,1945.1973907428883
78,Male,19,15,Hatchback,16428,558,0,0,Basic,2000,0,2235.0424971008088
55,Male,49,12,SUV,28516,808,0,0,Premium,1000,1,2680.743985340277
50,Male,24,4,Sports Car,16311,608,0,0,Premium,1000,0,2338.624043790728
40,Female,1,19,Truck,8733,572,0,0,Standard,5000,0,1723.7564391915107
32,Female,31,15,Sedan,24613,409,0,0,Basic,2000,0,2387.061112113926
50,Male,25,15,Hatchback,11811,559,0,0,Premium,1000,0,1828.207985372902
42,Male,5,15,Hatchback,13342,567,0,0,Basic,1000,0,2006.1311848177463
34,Female,40,13,SUV,15464,331,0,0,Basic,5000,0,1879.140033678088
50,Male,2,5,Hatchback,20746,476,1,0,Basic,1000,1,2794.520812167289
64,Female,32,1,Sedan,17543,403,0,0,Premium,500,0,2075.521888435288
72,Female,0,13,Hatchback,15300,535,1,0,Premium,1000,0,2039.335383455032
19,Male,4,15,SUV,6795,392,0,0,Premium,2000,0,2221.7316663569154
31,Male,12,19,SUV,21192,500,2,0,Standard,1000,1,2999.9432875620823
70,Female,18,12,Sedan,27923,334,0,0,Basic,2000,0,2923.4572265485094
57,Male,11,14,SUV,18708,416,0,0,Premium,500,1,2302.374785568922
57,Male,47,11,Sedan,21383,757,0,0,Standard,1000,1,2296.0471879084903
68,Male,24,8,Hatchback,13540,770,0,1,Basic,500,0,1982.3570224890445
56,Male,34,17,Hatchback,21328,698,0,0,Basic,1000,1,2003.3156435689832
68,Female,11,13,Sedan,11214,416,1,0,Basic,1000,0,1730.6199214827116
23,Female,29,19,Sedan,29972,661,0,0,Premium,5000,0,2689.13907274336
23,Female,4,3,Hatchback,11145,503,0,0,Basic,500,1,1798.0592378145498
20,Female,33,7,SUV,7609,445,1,0,Basic,500,0,2296.036003773892
24,Male,21,7,Sedan,29721,743,0,2,Standard,500,1,2696.0795474403885
68,Male,38,15,SUV,23610,596,0,0,Basic,500,0,2675.7294121683044
25,Female,12,9,SUV,29839,786,0,0,Basic,500,1,2764.097903934396
59,Female,46,16,Sedan,18622,530,1,1,Premium,2000,0,2976.7398981106357
69,Male,2,0,Truck,27314,502,1,0,Basic,1000,1,2714.656113525792
32,Female,19,17,Sports Car,28226,661,0,0,Standard,2000,1,2827.2858884191605
64,Female,30,9,Sedan,15298,694,0,0,Standard,500,0,1655.677851890719
46,Male,4,3,Hatchback,8080,547,1,0,Basic,2000,0,1777.9278122509752
50,Female,23,0,Sports Car,5987,739,0,0,Standard,500,0,1787.5057584180968
69,Male,39,3,Sedan,22744,695,2,0,Basic,5000,1,2770.582259526341
47,Male,32,3,Sedan,28434,655,0,0,Basic,2000,0,2347.2360741290395
56,Female,7,3,Sedan,12546,700,2,0,Basic,1000,0,2403.641474867813
44,Male,23,16,SUV,20233,540,1,0,Basic,1000,1,2974.983036410512
53,Female,49,8,Sedan,6726,640,0,0,Standard,5000,0,1314.826701775983
46,Male,19,18,SUV,21149,528,0,0,Basic,1000,0,2411.000020607351
55,Female,15,12,Sedan,19268,842,1,1,Basic,500,1,2461.6514267450084
74,Female,49,3,Sports Car,18977,838,0,0,Premium,1000,1,2756.3219047486305
50,Female,11,4,Truck,5907,828,0,0,Basic,2000,0,1502.9002614348274
78,Male,12,12,SUV,24208,566,0,0,Basic,5000,1,2583.291396299401
54,Male,44,15,Sports Car,18764,428,1,1,Standard,1000,1,3057.9631991736637
44,Female,41,4,Hatchback,29409,519,0,0,Premium,500,0,2480.153880705802
72,Male,38,7,Sports Car,13390,381,1,0,Basic,2000,1,2416.041668734103
50,Female,24,15,SUV,7455,319,1,0,Basic,5000,1,2265.0518350222483
79,Female,45,0,SUV,10208,626,0,0,Basic,1000,0,1838.8371835164698
21,Male,31,5,Hatchback,12774,336,0,0,Basic,1000,1,2248.687363044467
39,Female,23,10,Sedan,19556,681,0,0,Basic,1000,0,1742.318470925811
19,Male,47,15,SUV,20428,338,0,1,Basic,500,0,2922.719565520114
27,Female,46,4,Sports Car,8365,408,0,0,Basic,5000,1,2479.8258908470543
22,Male,43,15,Sports Car,26663,728,1,0,Basic,2000,0,3429.0066821103082
76,Female,8,6,Truck,10951,363,0,1,Basic,500,1,2182.3327781649714
27,Female,39,18,SUV,20175,474,0,0,Standard,5000,0,1995.5532558904433
50,Male,49,0,Sedan,16027,331,0,1,Basic,5000,0,2362.6907158107074
71,Female,22,8,Hatchback,14505,830,0,0,Basic,1000,0,1363.9867474890214
55,Female,49,17,Sedan,15094,405,1,0,Standard,1000,1,1817.8020592235011
30,Male,12,12,Sedan,28081,781,0,0,Basic,500,0,2459.3148754142353
48,Female,31,14,SUV,17167,505,0,0,Premium,500,0,2518.2015491664934
64,Male,49,2,Truck,13769,546,0,0,Premium,1000,0,1646.3910307262531
53,Female,14,9,Truck,28060,388,0,0,Basic,500,0,2266.8152058704704
62,Male,35,8,Hatchback,6020,615,0,1,Basic,2000,0,1365.006874014034
41,Female,48,12,Sedan,16845,310,0,0,Standard,5000,1,2246.952279936028
69,Female,4,15,SUV,8844,348,0,0,Basic,500,1,1949.1422738876631
73,Female,21,2,Sedan,8573,470,0,1,Premium,500,0,1820.6887318767872
32,Male,15,14,Hatchback,15485,442,0,1,Basic,500,1,1982.9492696681114
46,Male,40,16,SUV,10442,506,1,0,Standard,5000,0,2154.066028036422
25,Male,9,13,Sedan,12914,762,0,1,Basic,2000,0,1995.6655044013842
22,Male,23,6,Truck,27442,808,0,0,Basic,1000,0,2389.0356282256685
46,Female,17,19,SUV,12951,500,0,1,Basic,2000,1,2363.313154827416
64,Female,48,15,SUV,13802,304,0,0,Standard,500,0,2545.5357187261266
21,Male,17,7,Hatchback,13520,510,0,0,Standard,500,0,2353.0498411065732
29,Male,6,3,Sedan,5546,328,0,0,Premium,1000,0,1955.3076992056685
62,Male,3,19,Sedan,29914,489,0,0,Basic,1000,0,3329.768721358406
19,Female,25,14,Sedan,20530,487,0,0,Standard,1000,0,2134.9523736925116
44,Male,4,4,SUV,24565,449,0,0,Standard,500,0,2489.5966782349033
